#metadataBlock	name	dataverseAlias	displayName	blockURI
	MDS_V3_1		MDS_V3_1	
#datasetField	name	title	description	watermark	fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id	termURI
	Resource.resourceDesign.subject	Primary [RESOURCE] subject	Primary [RESOURCE] subject, i.e. a person, an animal or some other type of the subject. Select one value from the list.		text	110		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.sampling	Sampling method	Group of items providing information about the applied sampling method. Select one value from the list.		none	111		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.sampling.method	Applied sampling method	Type of the sampling method applied for the selection of [RESOURCE] participants. Select one value from the list.		text	112		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.sampling	MDS_V3_1	
	Resource.resourceDesign.sampling.probabilityMethod	Specific type of probability sampling	Specific type of the probability sampling method applied for the selection of [RESOURCE] participants. If known, select one value from the list.		text	113		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.sampling	MDS_V3_1	
	Resource.resourceDesign.sampling.nonProbabilityMethod	Specific type of non-probability sampling	Specific type of the probability sampling method applied for the selection of [RESOURCE] participants. If known, select one value from the list.		text	114		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.sampling	MDS_V3_1	
	Resource.resourceDesign.dataSource	Data sources from which [RESOURCE] data are generated or extracted.	Group of items providing information about data sources from which [RESOURCE] data are generated or extracted.		none	115		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.dataSource.general	Data sources for the [RESOURCE] (e.g. biosamples, registries, questionnaires, etc.)	Different types of data sources from which [RESOURCE] data are generated or extracted. Select all that apply.		text	116		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSource	MDS_V3_1	
	Resource.resourceDesign.dataSource.biosamples	Biosamples collected in the [RESOURCE]	Specification of biosamples collected in the [RESOURCE].		text	117		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSource	MDS_V3_1	
	Resource.resourceDesign.dataSource.imaging	Imaging data collected in the [RESOURCE]	Specification of imaging data collected in the [RESOURCE].		text	118		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSource	MDS_V3_1	
	Resource.resourceDesign.dataSource.omics	Omics technology used in the [RESOURCE]	Specification of omics technology applied in the [RESOURCE].		text	119		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSource	MDS_V3_1	
	Resource.resourceDesign.dataSource.description	Additional information about data sources	If needed, additional descriptive information about [RESOURCE] data sources, e.g. indication of the data source(s) not listed in the property „Data sources for the [RESOURCE]” or more detailed description of the selected data sources. E.g., indication of the data source(s) not listed in the field „Data sources for the [RESOURCE]” or more detailed description of the selected data sources.		text	120		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.dataSource	MDS_V3_1	
	Resource.resourceDesign.primaryPurpose	Primary purpose of the [RESOURCE]	Specification of the main purpose of the [RESOURCE]. Foremost for interventional studies, please specify the primary purpose why the [RESOURCE] was conducted. For non-interventional studies, this field may be "Not appplicable" as multiple purposes may be defined as primary ones.		text	121		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria	Eligibility criteria for [RESOURCE] participants	Group of items providing information about eligibility criteria for [RESOURCE] participants.		none	122		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.ageMin	Eligibility criteria: Minimum age	Group of items providing information about the minimum eligible age of [RESOURCE] participants.		none	123		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Resource.resourceDesign.eligibilityCriteria	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.ageMin.number	Minimum eligible age	Numerical value of the minimum age of potential participants eligible to participate in the [RESOURCE]. If age is less than 1 year, please indicate a value in months, weeks, days, hours, minutes, or weeks of gestation.		int	124		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria.ageMin	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.ageMin.timeUnit	Unit of age	Unit of measurement used to describe the minimum eligible age.		text	125		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria.ageMin	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.ageMax	Eligibility criteria: Maximum age	Group of items providing information about the maximum eligible age of [RESOURCE] participants.		none	126		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Resource.resourceDesign.eligibilityCriteria	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.ageMax.number	Maximum eligible age	Numerical value of the maximum age of potential participants eligible to participate in the [RESOURCE]. If age is less than 1 year, please indicate a value in months, weeks, days, hours, minutes, or weeks of gestation.		int	127		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria.ageMax	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.ageMax.timeUnit	Unit of age	Unit of measurement used to describe the maximum eligible age.		text	128		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria.ageMax	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.genders	Eligible gender	Gender of potential participants eligible to participate in the [RESOURCE]. Select all that apply.		text	129		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.inclusionCriteria	Inclusion criteria	Inclusion criteria for participation in the [RESOURCE]. If possible, use an enumerated or bulleted list for each criterion.		text	130		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria	MDS_V3_1	
	Resource.resourceDesign.eligibilityCriteria.exclusionCriteria	Exclusion criteria	Exclusion criteria for participation in the [RESOURCE]. If possible, use an enumerated or bulleted list for each criterion.		text	131		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.eligibilityCriteria	MDS_V3_1	
	Resource.resourceDesign.population	Description of [RESOURCE] population	Additional descriptive information providing more details about [RESOURCE] population. Any information important for the given [RESOURCE] population can be specified here.		text	132		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.targetSampleSize	Target sample size	Intended number of observational units for the whole [RESOURCE] (e.g. intended number of [RESOURCE] participants at all [RESOURCE] sites). Enter “-1” if target sample size was not set or is unknown.		int	133		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.obtainedSampleSize	Obtained sample size	Obtained number of observational units for the whole [RESOURCE] (e.g. obtained number of [RESOURCE] participants at all [RESOURCE] sites). The value is only available after the end of recruitment. Enter “-1” if obtained sample size is unknown.		int	134		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.hypothesis	Research questions and/or hypothesis underlying the [RESOURCE]	Statement of the research questions and/or hypotheses underlying the [RESOURCE].		text	135		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.arms	Arms of the [RESOURCE]	Group of items providing information about arms of the [RESOURCE].		none	136		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.arms.label	Name of the arm	Short name used to identify the arm.		text	137		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.arms	MDS_V3_1	
	Resource.resourceDesign.arms.type	Role of the arm	Role of the given arm in the [RESOURCE]. Select one value from the list.		text	138		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.arms	MDS_V3_1	
	Resource.resourceDesign.arms.description	Additional information about the arm	Additional descriptive information about the given arm.		text	139		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.arms	MDS_V3_1	
	Resource.resourceDesign.groups	Groups/cohorts of the [RESOURCE]	Group of items providing information about groups/cohorts of the [RESOURCE].		none	140		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.groups.label	Name of the group	Short name used to identify the group.		text	141		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.groups	MDS_V3_1	
	Resource.resourceDesign.groups.description	Additional information about the group	Additional descriptive information about the given group.		text	142		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.groups	MDS_V3_1	
	Resource.resourceDesign.interventions	Interventions of the [RESOURCE]	Group of items providing information about [RESOURCE] interventions.		none	143		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.interventions.name	Name of the intervention	A short descriptive name of the intervention. If the same intervention is associated with more than one arm, provide the information once and use the field "Name of the arm associated with the given intervention" to associate it with more than one arm.		text	144		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.interventions	MDS_V3_1	
	Resource.resourceDesign.interventions.type	Type of the intervention	General type of the given intervention.		text	145		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.interventions	MDS_V3_1	
	Resource.resourceDesign.interventions.description	Additional information about the intervention	If needed, additional descriptive information about the given intervention.		text	146		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.interventions	MDS_V3_1	
	Resource.resourceDesign.interventions.armsLabel	Name of the arm(s) associated with the given intervention	Name of the [RESOURCE] arm(s) associated with the given intervention.		text	147		TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign.interventions	MDS_V3_1	
	Resource.resourceDesign.exposures	Exposures of the [RESOURCE]	Group of items providing information about [RESOURCE] exposures.		none	148		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.exposures.name	Name of the exposure	A short descriptive name of the exposure. If the same exposure is associated with more than one group, provide the information once and use the field "Name of the group associated with the given exposure" to associate it with more than one group.		text	149		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.exposures	MDS_V3_1	
	Resource.resourceDesign.exposures.type	Type of the exposure	General type of the given exposure.		text	150		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.exposures	MDS_V3_1	
	Resource.resourceDesign.exposures.description	Additional information about the exposure	If needed, additional descriptive information about the given exposure.		text	151		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.exposures	MDS_V3_1	
	Resource.resourceDesign.exposures.groupsLabel	Name of the group(s) associated with the given exposure	Name of the [RESOURCE] group(s) associated with the given exposure.		text	152		TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign.exposures	MDS_V3_1	
	Resource.resourceDesign.outcomes	Outcome measure(s)	Group of items providing information about outcome measure(s).		none	153		FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.outcomes.title	Name of the outcome measure	Name of the outcome measure. For non-interventional studies, this can be the name of specific measurement(s) or observation(s) used to describe patterns of diseases or traits or associations with exposures, risk factors or treatment. For a non-interventional studies, this can be specific measurement(s) or observation(s) used to describe patterns of diseases or traits or associations with exposures, risk factors or treatment.		text	154		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.outcomes	MDS_V3_1	
	Resource.resourceDesign.outcomes.description	Description of the outcome measure	Additional descriptive information about the given outcome.		text	155		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.outcomes	MDS_V3_1	
	Resource.resourceDesign.outcomes.type	Type of the outcome measure	Type of the outcome measure. Primary or secondary outcome measure?		text	156		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.outcomes	MDS_V3_1	
	Resource.resourceDesign.outcomes.timeFrame	Time point(s) of assessment	Description of the time point(s) at which the measurement for the outcome is assessed, e.g. the specific duration of time over which each participant is assessed.		text	157		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.outcomes	MDS_V3_1	
	Resource.resourceDesign.comment	Any additional information about the [RESOURCE]	Any additional information about specific aspects of the [RESOURCE] that cannot be captured by other fields. Any additional information about specific aspects of the [RESOURCE] that cannot be captured by other fields.		text	158		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.assessments	Further assessments/measurements included in the [RESOURCE]	Assessments/measurements included in the [RESOURCE].		text	159		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan	Information about data sharing	Group of items providing information about the data sharing strategy of the [RESOURCE].		none	160		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.generally	Is it planned to share the data?	Indication whether there is a plan to make data collected in the [RESOURCE] available. In case of a [RESOURCE] with patients or other individuals, this refers to individual participant data (IPD). Select one value from the list.		text	161		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.supportingInformation	Supporting documents available in addition to the data	Supporting information/documents which will be made available in addition to the [RESOURCE] data. Select all that apply.		text	162		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.timeFrame	When and for how long will the data be available?	Indication when the data and, if applicable, supporting documents will become available and for how long.		text	163		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.accessCriteria	Criteria for the data access	Indication by what access criteria data will be shared, including: a) with whom, b) for what types of analyses, and c) by what mechanism. E.g., with whom, for what types of analyses and by what mechanism the data will be shared.		text	164		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.description	Additional information about data sharing	Additional descriptive information providing more details about the data sharing, e.g. indication what data in particular will be shared or why the data will not be shared or why it is not yet decided. E.g., indication what data in particular will be shared or why the data will not be shared or why it is not yet decided		text	165		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.datashield	Is the DataSHIELD/Opal infrastructure available?	Indication, whether the DataSHIELD/Opal infrastructure is available.		text	166		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.url	Web page with additional information about data sharing	If existing, a link to the web page where additional information about data sharing can be found.		text	167		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.dataSharingPlan.recordLinkage	Is record linkage with other data sources possible?	Indication if record linkage is possible.		text	168		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.dataSharingPlan	MDS_V3_1	
	Resource.resourceDesign.nonInterventional	Information about specific aspects of a non-interventional [RESOURCE]	Group of items providing information about specific aspects of a non-interventional [RESOURCE].		none	169		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.timePerspectives	Temporal design of the [RESOURCE]	Temporal design of the [RESOURCE], i.e. the relationship of observation period to time of participant enrollment. Is it a retrospective, prospective or cross-sectional [RESOURCE]?		text	170		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.nonInterventional	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.targetFollowUpDuration	Target follow-up duration of the [RESOURCE]	If applicable, anticipated time period over which each participant was followed.		none	171		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.nonInterventional	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.targetFollowUpDuration.number	Target follow-up duration	Numerical value of the target follow-up duration.		int	172		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.nonInterventional.targetFollowUpDuration	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.targetFollowUpDuration.timeUnit	Unit of time	Unit of time.		text	173		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.nonInterventional.targetFollowUpDuration	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.targetFollowUpDuration.frequency	How many follow-ups were conducted?	The number of follow-ups conducted within the specified duration.		int	174		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.nonInterventional.targetFollowUpDuration	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.biospecimenRetention	Which biosamples are retained in a biorepository?	Indication whether samples of biomaterial from [RESOURCE] participants are retained in a biorepository. Select all that apply.		text	175		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.nonInterventional	MDS_V3_1	
	Resource.resourceDesign.nonInterventional.biospecimenDescription	Specific types of retained biosamples	Additional information about biosamples to be retained, i.e. which specific types of biospecimens will be retained (e.g. blood, serum, urine, etc.). Which specific types of biosamples will be retained (e.g. blood, serum, urine, etc.)?		text	176		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.nonInterventional	MDS_V3_1	
	Resource.resourceDesign.interventional	Information about specific aspects of an interventional [RESOURCE]	Group of items providing information about specific aspects of an interventional [RESOURCE].		none	177		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign	MDS_V3_1	
	Resource.resourceDesign.interventional.phase	Numerical phase of the [RESOURCE]	If applicable, numerical phase of the [RESOURCE]. Select one value from the list.		text	178		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.interventional	MDS_V3_1	
	Resource.resourceDesign.interventional.masking	Information about masking of intervention(s) assignment	Group of items providing information about the masking of intervention(s) assignment.		none	179		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.interventional	MDS_V3_1	
	Resource.resourceDesign.interventional.masking.general	Is masking of intervention(s) assignment implemented?	Indication, whether a masking (or blinding) of intervention(s) assignment is implemented (i.e., whether someone is prevented from having knowledge of the interventions assigned to individual participants).		text	180		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.interventional.masking	MDS_V3_1	
	Resource.resourceDesign.interventional.masking.roles	Who is masked?	If masking is implemented, the party(ies) who are masked. Select all that apply.		text	181		TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	Resource.resourceDesign.interventional.masking	MDS_V3_1	
	Resource.resourceDesign.interventional.masking.description	Additional information about masking	If needed, additional descriptive information about masking (e.g. information about other parties who may be masked). If needed, additional information about masking, e.g. other parties who may be masked.		text	182		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Resource.resourceDesign.interventional.masking	MDS_V3_1	
	Resource.resourceDesign.interventional.allocation	Type of allocation of participants to an arm	Type of allocation/assignment of individual [RESOURCE] participants to an arm. Select one value from the list.		text	183		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.interventional	MDS_V3_1	
	Resource.resourceDesign.interventional.offLabelUse	Off-label use of a drug product	Unapproved (off-label) use of a drug product. Select "Yes" or "No" only for a drug [RESOURCE] and "Not applicable” for all other studies.		text	184		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	Resource.resourceDesign.interventional	MDS_V3_1	
#controlledVocabulary	DatasetField	Value	identifier	displayOrder
	Resource.classification.type	Study	RCT_0	0
	Resource.classification.type	Substudy/Data collection event	RCT_1	1
	Resource.classification.type	Dataset	RCT_2	2
	Resource.classification.type	Registry	RCT_3	3
	Resource.classification.type	Secondary data source	RCT_4	4
	Resource.classification.type	Biobank	RCT_5	5
	Resource.classification.type	Study protocol	RCT_6	6
	Resource.classification.type	Data dictionary	RCT_7	7
	Resource.classification.type	Informed consent form	RCT_8	8
	Resource.classification.type	Patient information sheet	RCT_9	9
	Resource.classification.type	Manual of operations (SOPs)	RCT_10	10
	Resource.classification.type	Statistical analysis plan	RCT_11	11
	Resource.classification.type	Data management plan	RCT_12	12
	Resource.classification.type	Case report form	RCT_13	13
	Resource.classification.type	Code book	RCT_14	14
	Resource.classification.type	Questionnaire	RCT_15	15
	Resource.classification.type	Interview scheme and themes	RCT_16	16
	Resource.classification.type	Observation guide	RCT_17	17
	Resource.classification.type	Discussion guide	RCT_18	18
	Resource.classification.type	Participant tasks	RCT_19	19
	Resource.classification.type	Other data collection instrument	RCT_20	20
	Resource.classification.type	Other study document	RCT_21	21
	Resource.classification.type	Other	RCT_22	22
	Resource.classification.typeGeneral	Audiovisual	RCT_1_0	0
	Resource.classification.typeGeneral	Book	RCT_1_1	1
	Resource.classification.typeGeneral	Book chapter	RCT_1_2	2
	Resource.classification.typeGeneral	Collection	RCT_1_3	3
	Resource.classification.typeGeneral	Computational notebook	RCT_1_4	4
	Resource.classification.typeGeneral	Conference paper	RCT_1_5	5
	Resource.classification.typeGeneral	Conference proceeding	RCT_1_6	6
	Resource.classification.typeGeneral	Data paper	RCT_1_7	7
	Resource.classification.typeGeneral	Dataset	RCT_1_8	8
	Resource.classification.typeGeneral	Dissertation	RCT_1_9	9
	Resource.classification.typeGeneral	Event	RCT_1_10	10
	Resource.classification.typeGeneral	Image	RCT_1_11	11
	Resource.classification.typeGeneral	Interactive resource	RCT_1_12	12
	Resource.classification.typeGeneral	Journal	RCT_1_13	13
	Resource.classification.typeGeneral	Journal article	RCT_1_14	14
	Resource.classification.typeGeneral	Model	RCT_1_15	15
	Resource.classification.typeGeneral	Output management plan	RCT_1_16	16
	Resource.classification.typeGeneral	Peer review	RCT_1_17	17
	Resource.classification.typeGeneral	Physical object	RCT_1_18	18
	Resource.classification.typeGeneral	Preprint	RCT_1_19	19
	Resource.classification.typeGeneral	Report	RCT_1_20	20
	Resource.classification.typeGeneral	Service	RCT_1_21	21
	Resource.classification.typeGeneral	Software	RCT_1_22	22
	Resource.classification.typeGeneral	Sound	RCT_1_23	23
	Resource.classification.typeGeneral	Standard	RCT_1_24	24
	Resource.classification.typeGeneral	Text	RCT_1_25	25
	Resource.classification.typeGeneral	Workflow	RCT_1_26	26
	Resource.classification.typeGeneral	Other	RCT_1_27	27
	Resource.titles.language	AA (Afar)	RTL_0	0
	Resource.titles.language	AB (Abkhaz)	RTL_1	1
	Resource.titles.language	AE (Avestan)	RTL_2	2
	Resource.titles.language	AF (Afrikaans)	RTL_3	3
	Resource.titles.language	AK (Akan)	RTL_4	4
	Resource.titles.language	AM (Amharic)	RTL_5	5
	Resource.titles.language	AN (Aragonese)	RTL_6	6
	Resource.titles.language	AR (Arabic)	RTL_7	7
	Resource.titles.language	AS (Assamese)	RTL_8	8
	Resource.titles.language	AV (Avaric)	RTL_9	9
	Resource.titles.language	AY (Aymara)	RTL_10	10
	Resource.titles.language	AZ (Azerbaijani)	RTL_11	11
	Resource.titles.language	BA (Bashkir)	RTL_12	12
	Resource.titles.language	BE (Belarusian)	RTL_13	13
	Resource.titles.language	BG (Bulgarian)	RTL_14	14
	Resource.titles.language	BI (Bislama)	RTL_15	15
	Resource.titles.language	BM (Bambara)	RTL_16	16
	Resource.titles.language	BN (Bengali)	RTL_17	17
	Resource.titles.language	BO (Tibetan)	RTL_18	18
	Resource.titles.language	BR (Breton)	RTL_19	19
	Resource.titles.language	BS (Bosnian)	RTL_20	20
	Resource.titles.language	CA (Catalan)	RTL_21	21
	Resource.titles.language	CE (Chechen)	RTL_22	22
	Resource.titles.language	CH (Chamorro)	RTL_23	23
	Resource.titles.language	CO (Corsican)	RTL_24	24
	Resource.titles.language	CR (Cree)	RTL_25	25
	Resource.titles.language	CS (Czech)	RTL_26	26
	Resource.titles.language	CU (Old Church Slavonic)	RTL_27	27
	Resource.titles.language	CV (Chuvash)	RTL_28	28
	Resource.titles.language	CY (Welsh)	RTL_29	29
	Resource.titles.language	DA (Danish)	RTL_30	30
	Resource.titles.language	DE (German)	RTL_31	31
	Resource.titles.language	DV (Divehi)	RTL_32	32
	Resource.titles.language	DZ (Dzongkha)	RTL_33	33
	Resource.titles.language	EE (Ewe)	RTL_34	34
	Resource.titles.language	EL (Greek)	RTL_35	35
	Resource.titles.language	EN (English)	RTL_36	36
	Resource.titles.language	EO (Esperanto)	RTL_37	37
	Resource.titles.language	ES (Spanish)	RTL_38	38
	Resource.titles.language	ET (Estonian)	RTL_39	39
	Resource.titles.language	EU (Basque)	RTL_40	40
	Resource.titles.language	FA (Persian)	RTL_41	41
	Resource.titles.language	FF (Fula)	RTL_42	42
	Resource.titles.language	FI (Finnish)	RTL_43	43
	Resource.titles.language	FJ (Fijian)	RTL_44	44
	Resource.titles.language	FO (Faroese)	RTL_45	45
	Resource.titles.language	FR (French)	RTL_46	46
	Resource.titles.language	FY (Western Frisian)	RTL_47	47
	Resource.titles.language	GA (Irish)	RTL_48	48
	Resource.titles.language	GD (Scottish Gaelic)	RTL_49	49
	Resource.titles.language	GL (Galician)	RTL_50	50
	Resource.titles.language	GN (Guaraní)	RTL_51	51
	Resource.titles.language	GU (Gujarati)	RTL_52	52
	Resource.titles.language	GV (Manx)	RTL_53	53
	Resource.titles.language	HA (Hausa)	RTL_54	54
	Resource.titles.language	HE (Hebrew)	RTL_55	55
	Resource.titles.language	HI (Hindi)	RTL_56	56
	Resource.titles.language	HO (Hiri Motu)	RTL_57	57
	Resource.titles.language	HR (Croatian)	RTL_58	58
	Resource.titles.language	HT (Haitian)	RTL_59	59
	Resource.titles.language	HU (Hungarian)	RTL_60	60
	Resource.titles.language	HY (Armenian)	RTL_61	61
	Resource.titles.language	HZ (Herero)	RTL_62	62
	Resource.titles.language	IA (Interlingua)	RTL_63	63
	Resource.titles.language	ID (Indonesian)	RTL_64	64
	Resource.titles.language	IE (Interlingue)	RTL_65	65
	Resource.titles.language	IG (Igbo)	RTL_66	66
	Resource.titles.language	II (Nuosu)	RTL_67	67
	Resource.titles.language	IK (Inupiaq)	RTL_68	68
	Resource.titles.language	IO (Ido)	RTL_69	69
	Resource.titles.language	IS (Icelandic)	RTL_70	70
	Resource.titles.language	IT (Italian)	RTL_71	71
	Resource.titles.language	IU (Inuktitut)	RTL_72	72
	Resource.titles.language	JA (Japanese)	RTL_73	73
	Resource.titles.language	JV (Javanese)	RTL_74	74
	Resource.titles.language	KA (Georgian)	RTL_75	75
	Resource.titles.language	KG (Kongo)	RTL_76	76
	Resource.titles.language	KI (Kikuyu)	RTL_77	77
	Resource.titles.language	KJ (Kwanyama)	RTL_78	78
	Resource.titles.language	KK (Kazakh)	RTL_79	79
	Resource.titles.language	KL (Kalaallisut)	RTL_80	80
	Resource.titles.language	KM (Khmer)	RTL_81	81
	Resource.titles.language	KN (Kannada)	RTL_82	82
	Resource.titles.language	KO (Korean)	RTL_83	83
	Resource.titles.language	KR (Kanuri)	RTL_84	84
	Resource.titles.language	KS (Kashmiri)	RTL_85	85
	Resource.titles.language	KU (Kurdish)	RTL_86	86
